store_location,product_category,product_type,product_detail,total_qty_of_product_sold,total_revenue,day_of_transaction,day_number,month_of_transaction,month_number,transaction_quarter,time_of_transaction,days_classification,time_classification
Astoria,Coffee,Organic brewed coffee,Brazilian Rg,1,3.0,Tue,3,Jun,6,2,14:24:33,Weekday,Afternoon
Hell's Kitchen,Coffee,Barista Espresso,Ouro Brasileiro shot,2,6.0,Tue,3,Jun,6,2,14:24:47,Weekday,Afternoon
Astoria,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2,4.9,Tue,3,Jun,6,2,14:26:43,Weekday,Afternoon
Astoria,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2,4.0,Tue,3,Jun,6,2,14:27:59,Weekday,Afternoon
Hell's Kitchen,Coffee,Barista Espresso,Cappuccino Lg,2,8.5,Tue,3,Jun,6,2,14:28:47,Weekday,Afternoon
Hell's Kitchen,Flavours,Regular syrup,Hazelnut syrup,1,0.8,Tue,3,Jun,6,2,14:28:47,Weekday,Afternoon
Hell's Kitchen,Bakery,Scone,Oatmeal Scone,1,3.0,Tue,3,Jun,6,2,14:28:47,Weekday,Afternoon
Lower Manhattan,Coffee,Organic brewed coffee,Brazilian Rg,2,6.0,Tue,3,Jun,6,2,14:32:10,Weekday,Afternoon
Astoria,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2,5.0,Tue,3,Jun,6,2,14:35:24,Weekday,Afternoon
Lower Manhattan,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,2,8.0,Tue,3,Jun,6,2,14:39:00,Weekday,Afternoon
Hell's Kitchen,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2,9.0,Tue,3,Jun,6,2,14:39:26,Weekday,Afternoon
Lower Manhattan,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2,4.9,Tue,3,Jun,6,2,14:41:01,Weekday,Afternoon
Astoria,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2,9.5,Tue,3,Jun,6,2,14:42:19,Weekday,Afternoon
Astoria,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,1,4.5,Tue,3,Jun,6,2,14:47:07,Weekday,Afternoon
Lower Manhattan,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,2,7.0,Tue,3,Jun,6,2,14:47:59,Weekday,Afternoon
Astoria,Tea,Brewed Green tea,Serenity Green Tea Lg,2,6.0,Tue,3,Jun,6,2,14:48:15,Weekday,Afternoon
Hell's Kitchen,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2,4.0,Tue,3,Jun,6,2,14:51:02,Weekday,Afternoon
Hell's Kitchen,Coffee,Gourmet brewed coffee,Ethiopia Rg,1,3.0,Tue,3,Jun,6,2,14:54:01,Weekday,Afternoon
Hell's Kitchen,Bakery,Scone,Scottish Cream Scone ,1,4.5,Tue,3,Jun,6,2,14:54:01,Weekday,Afternoon
Astoria,Tea,Brewed Black tea,English Breakfast Rg,1,2.5,Tue,3,Jun,6,2,14:54:03,Weekday,Afternoon
Astoria,Bakery,Scone,Jumbo Savory Scone,1,3.75,Tue,3,Jun,6,2,14:54:03,Weekday,Afternoon
Lower Manhattan,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2,9.0,Tue,3,Jun,6,2,14:55:32,Weekday,Afternoon
Lower Manhattan,Bakery,Scone,Ginger Scone,1,3.25,Tue,3,Jun,6,2,14:55:32,Weekday,Afternoon
Lower Manhattan,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2,5.0,Tue,3,Jun,6,2,14:55:55,Weekday,Afternoon
Lower Manhattan,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,1,4.75,Tue,3,Jun,6,2,14:56:01,Weekday,Afternoon
Astoria,Tea,Brewed Green tea,Serenity Green Tea Lg,2,6.0,Tue,3,Jun,6,2,14:57:45,Weekday,Afternoon
Astoria,Bakery,Pastry,Almond Croissant,1,3.75,Tue,3,Jun,6,2,14:57:45,Weekday,Afternoon
Lower Manhattan,Coffee,Organic brewed coffee,Brazilian Lg,2,7.0,Tue,3,Jun,6,2,14:58:55,Weekday,Afternoon
Hell's Kitchen,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2,5.0,Tue,3,Jun,6,2,15:01:10,Weekday,Afternoon
Astoria,Tea,Brewed herbal tea,Peppermint Rg,2,5.0,Tue,3,Jun,6,2,15:02:20,Weekday,Afternoon
Lower Manhattan,Coffee,Barista Espresso,Latte,1,3.75,Tue,3,Jun,6,2,15:04:04,Weekday,Afternoon
Lower Manhattan,Flavours,Regular syrup,Carmel syrup,1,0.8,Tue,3,Jun,6,2,15:04:04,Weekday,Afternoon
Lower Manhattan,Tea,Brewed Black tea,Earl Grey Lg,2,6.0,Tue,3,Jun,6,2,15:05:18,Weekday,Afternoon
Lower Manhattan,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,2,7.5,Tue,3,Jun,6,2,15:05:18,Weekday,Afternoon
Astoria,Coffee,Barista Espresso,Cappuccino,1,3.75,Tue,3,Jun,6,2,15:06:50,Weekday,Afternoon
Astoria,Tea,Brewed Black tea,English Breakfast Rg,2,5.0,Tue,3,Jun,6,2,15:07:42,Weekday,Afternoon
Lower Manhattan,Tea,Brewed Black tea,English Breakfast Lg,2,6.0,Tue,3,Jun,6,2,15:09:44,Weekday,Afternoon
Astoria,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,1,3.0,Tue,3,Jun,6,2,15:10:54,Weekday,Afternoon
Hell's Kitchen,Coffee,Barista Espresso,Espresso shot,2,6.0,Tue,3,Jun,6,2,15:11:59,Weekday,Afternoon
Hell's Kitchen,Flavours,Regular syrup,Chocolate syrup,2,1.6,Tue,3,Jun,6,2,15:11:59,Weekday,Afternoon
Hell's Kitchen,Bakery,Biscotti,Ginger Biscotti,1,3.5,Tue,3,Jun,6,2,15:11:59,Weekday,Afternoon
Hell's Kitchen,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2,5.0,Tue,3,Jun,6,2,15:13:00,Weekday,Afternoon
Hell's Kitchen,Coffee beans,Organic Beans,Brazilian - Organic,1,18.0,Tue,3,Jun,6,2,15:13:00,Weekday,Afternoon
Lower Manhattan,Tea,Brewed Green tea,Serenity Green Tea Lg,2,6.0,Tue,3,Jun,6,2,15:14:42,Weekday,Afternoon
Lower Manhattan,Bakery,Scone,Oatmeal Scone,1,3.0,Tue,3,Jun,6,2,15:14:42,Weekday,Afternoon
Hell's Kitchen,Coffee,Barista Espresso,Latte,1,3.75,Tue,3,Jun,6,2,15:15:37,Weekday,Afternoon
Hell's Kitchen,Flavours,Regular syrup,Hazelnut syrup,2,1.6,Tue,3,Jun,6,2,15:15:37,Weekday,Afternoon
Astoria,Coffee,Organic brewed coffee,Brazilian Lg,2,7.0,Tue,3,Jun,6,2,15:17:14,Weekday,Afternoon
Lower Manhattan,Coffee,Barista Espresso,Latte,2,7.5,Tue,3,Jun,6,2,15:17:24,Weekday,Afternoon
Lower Manhattan,Flavours,Regular syrup,Chocolate syrup,2,1.6,Tue,3,Jun,6,2,15:17:24,Weekday,Afternoon
Astoria,Tea,Brewed herbal tea,Lemon Grass Rg,1,2.5,Tue,3,Jun,6,2,15:17:33,Weekday,Afternoon
Hell's Kitchen,Tea,Brewed herbal tea,Peppermint Lg,2,6.0,Tue,3,Jun,6,2,15:18:57,Weekday,Afternoon
Hell's Kitchen,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,2,7.0,Tue,3,Jun,6,2,15:19:52,Weekday,Afternoon
Lower Manhattan,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2,4.0,Tue,3,Jun,6,2,15:19:57,Weekday,Afternoon
Lower Manhattan,Bakery,Scone,Oatmeal Scone,1,3.0,Tue,3,Jun,6,2,15:19:57,Weekday,Afternoon
Lower Manhattan,Coffee,Barista Espresso,Latte Rg,2,8.5,Tue,3,Jun,6,2,15:22:54,Weekday,Afternoon
Lower Manhattan,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,1,0.8,Tue,3,Jun,6,2,15:22:54,Weekday,Afternoon
Lower Manhattan,Bakery,Biscotti,Chocolate Chip Biscotti,1,3.5,Tue,3,Jun,6,2,15:22:54,Weekday,Afternoon
Lower Manhattan,Tea,Brewed Black tea,English Breakfast Rg,2,5.0,Tue,3,Jun,6,2,15:23:14,Weekday,Afternoon
Lower Manhattan,Coffee,Organic brewed coffee,Brazilian Rg,1,3.0,Tue,3,Jun,6,2,15:23:29,Weekday,Afternoon
Lower Manhattan,Bakery,Scone,Oatmeal Scone,1,3.0,Tue,3,Jun,6,2,15:23:29,Weekday,Afternoon
Lower Manhattan,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,2,6.0,Tue,3,Jun,6,2,15:25:55,Weekday,Afternoon
Astoria,Tea,Brewed Green tea,Serenity Green Tea Rg,2,5.0,Tue,3,Jun,6,2,15:28:51,Weekday,Afternoon
Astoria,Coffee,Organic brewed coffee,Brazilian Rg,2,6.0,Tue,3,Jun,6,2,15:33:16,Weekday,Afternoon
Lower Manhattan,Coffee,Drip coffee,Our Old Time Diner Blend Sm,1,2.0,Tue,3,Jun,6,2,15:34:55,Weekday,Afternoon
Hell's Kitchen,Coffee,Barista Espresso,Ouro Brasileiro shot,2,6.0,Tue,3,Jun,6,2,15:35:09,Weekday,Afternoon
Hell's Kitchen,Bakery,Pastry,Chocolate Croissant,1,3.75,Tue,3,Jun,6,2,15:35:09,Weekday,Afternoon
Hell's Kitchen,Coffee,Gourmet brewed coffee,Ethiopia Rg,2,6.0,Tue,3,Jun,6,2,15:35:32,Weekday,Afternoon
Hell's Kitchen,Tea,Brewed Green tea,Serenity Green Tea Rg,2,5.0,Tue,3,Jun,6,2,15:36:59,Weekday,Afternoon
Astoria,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,1,4.75,Tue,3,Jun,6,2,15:37:09,Weekday,Afternoon
Astoria,Bakery,Pastry,Almond Croissant,1,3.75,Tue,3,Jun,6,2,15:37:09,Weekday,Afternoon
Lower Manhattan,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2,4.0,Tue,3,Jun,6,2,15:37:43,Weekday,Afternoon
Lower Manhattan,Bakery,Pastry,Chocolate Croissant,1,3.75,Tue,3,Jun,6,2,15:37:43,Weekday,Afternoon
Astoria,Tea,Brewed herbal tea,Peppermint Rg,2,5.0,Tue,3,Jun,6,2,15:39:19,Weekday,Afternoon
Astoria,Bakery,Pastry,Chocolate Croissant,1,3.75,Tue,3,Jun,6,2,15:39:19,Weekday,Afternoon
Lower Manhattan,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2,5.0,Tue,3,Jun,6,2,15:42:34,Weekday,Afternoon
Hell's Kitchen,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,1,3.75,Tue,3,Jun,6,2,15:43:23,Weekday,Afternoon
Lower Manhattan,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2,5.1,Tue,3,Jun,6,2,15:43:45,Weekday,Afternoon
Hell's Kitchen,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,2,6.2,Tue,3,Jun,6,2,15:45:52,Weekday,Afternoon
Astoria,Coffee,Barista Espresso,Espresso shot,1,3.0,Tue,3,Jun,6,2,15:49:57,Weekday,Afternoon
Hell's Kitchen,Coffee,Barista Espresso,Cappuccino Lg,2,8.5,Tue,3,Jun,6,2,15:50:06,Weekday,Afternoon
Lower Manhattan,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,1,3.75,Tue,3,Jun,6,2,15:51:35,Weekday,Afternoon
Lower Manhattan,Bakery,Pastry,Croissant,1,3.5,Tue,3,Jun,6,2,15:51:35,Weekday,Afternoon
Lower Manhattan,Coffee beans,Organic Beans,Brazilian - Organic,1,18.0,Tue,3,Jun,6,2,15:51:35,Weekday,Afternoon
Lower Manhattan,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2,5.1,Tue,3,Jun,6,2,15:56:04,Weekday,Afternoon
Lower Manhattan,Bakery,Biscotti,Chocolate Chip Biscotti,1,3.5,Tue,3,Jun,6,2,15:56:04,Weekday,Afternoon
Lower Manhattan,Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic,1,7.6,Tue,3,Jun,6,2,15:56:04,Weekday,Afternoon
Lower Manhattan,Coffee,Barista Espresso,Espresso shot,1,3.0,Tue,3,Jun,6,2,15:57:12,Weekday,Afternoon
Lower Manhattan,Flavours,Regular syrup,Carmel syrup,1,0.8,Tue,3,Jun,6,2,15:57:12,Weekday,Afternoon
Lower Manhattan,Coffee beans,Espresso Beans,Primo Espresso Roast,1,20.45,Tue,3,Jun,6,2,15:57:12,Weekday,Afternoon
Hell's Kitchen,Coffee,Barista Espresso,Cappuccino Lg,1,4.25,Tue,3,Jun,6,2,16:01:37,Weekday,Afternoon
Hell's Kitchen,Flavours,Regular syrup,Hazelnut syrup,2,1.6,Tue,3,Jun,6,2,16:01:37,Weekday,Afternoon
Lower Manhattan,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,1,3.1,Tue,3,Jun,6,2,16:01:39,Weekday,Afternoon
Lower Manhattan,Bakery,Pastry,Chocolate Croissant,1,3.75,Tue,3,Jun,6,2,16:01:39,Weekday,Afternoon
Lower Manhattan,Coffee beans,House blend Beans,Our Old Time Diner Blend,1,18.0,Tue,3,Jun,6,2,16:01:39,Weekday,Afternoon
Lower Manhattan,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,2,7.5,Tue,3,Jun,6,2,16:01:52,Weekday,Afternoon
Lower Manhattan,Loose Tea,Herbal tea,Peppermint,1,8.95,Tue,3,Jun,6,2,16:01:52,Weekday,Afternoon
Astoria,Tea,Brewed Black tea,English Breakfast Rg,2,5.0,Tue,3,Jun,6,2,16:02:37,Weekday,Afternoon
Lower Manhattan,Coffee,Barista Espresso,Latte,2,7.5,Tue,3,Jun,6,2,16:07:48,Weekday,Afternoon
Lower Manhattan,Flavours,Regular syrup,Chocolate syrup,2,1.6,Tue,3,Jun,6,2,16:07:48,Weekday,Afternoon
Astoria,Coffee,Organic brewed coffee,Brazilian Rg,2,6.0,Tue,3,Jun,6,2,16:08:54,Weekday,Afternoon
Hell's Kitchen,Coffee,Organic brewed coffee,Brazilian Sm,2,4.4,Tue,3,Jun,6,2,16:11:10,Weekday,Afternoon
Hell's Kitchen,Tea,Brewed Black tea,Earl Grey Rg,2,5.0,Tue,3,Jun,6,2,16:11:44,Weekday,Afternoon
Hell's Kitchen,Coffee,Organic brewed coffee,Brazilian Lg,1,3.5,Tue,3,Jun,6,2,16:12:46,Weekday,Afternoon
Hell's Kitchen,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2,5.1,Tue,3,Jun,6,2,16:13:07,Weekday,Afternoon
Hell's Kitchen,Bakery,Scone,Jumbo Savory Scone,1,3.75,Tue,3,Jun,6,2,16:13:07,Weekday,Afternoon
Hell's Kitchen,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,2,8.0,Tue,3,Jun,6,2,16:13:41,Weekday,Afternoon
Astoria,Tea,Brewed herbal tea,Peppermint Lg,1,3.0,Tue,3,Jun,6,2,16:14:54,Weekday,Afternoon
Lower Manhattan,Coffee,Barista Espresso,Espresso shot,2,6.0,Tue,3,Jun,6,2,16:15:07,Weekday,Afternoon
Lower Manhattan,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,1,0.8,Tue,3,Jun,6,2,16:15:07,Weekday,Afternoon
Astoria,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2,9.0,Tue,3,Jun,6,2,16:16:25,Weekday,Afternoon
Astoria,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,1,2.55,Tue,3,Jun,6,2,16:18:50,Weekday,Afternoon
Lower Manhattan,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,2,7.0,Tue,3,Jun,6,2,16:18:51,Weekday,Afternoon
Lower Manhattan,Bakery,Biscotti,Chocolate Chip Biscotti,1,3.5,Tue,3,Jun,6,2,16:18:51,Weekday,Afternoon
Hell's Kitchen,Tea,Brewed herbal tea,Lemon Grass Rg,2,5.0,Tue,3,Jun,6,2,16:18:53,Weekday,Afternoon
Lower Manhattan,Tea,Brewed herbal tea,Peppermint Rg,2,5.0,Tue,3,Jun,6,2,16:19:49,Weekday,Afternoon
Hell's Kitchen,Coffee,Gourmet brewed coffee,Ethiopia Lg,2,7.0,Tue,3,Jun,6,2,16:21:06,Weekday,Afternoon
Hell's Kitchen,Coffee beans,Espresso Beans,Espresso Roast,1,14.75,Tue,3,Jun,6,2,16:21:06,Weekday,Afternoon
Lower Manhattan,Coffee,Organic brewed coffee,Brazilian Lg,2,7.0,Tue,3,Jun,6,2,16:24:18,Weekday,Afternoon
Hell's Kitchen,Coffee,Drip coffee,Our Old Time Diner Blend Sm,1,2.0,Tue,3,Jun,6,2,16:25:44,Weekday,Afternoon
Hell's Kitchen,Bakery,Pastry,Croissant,1,3.5,Tue,3,Jun,6,2,16:25:44,Weekday,Afternoon
Hell's Kitchen,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,1,4.5,Tue,3,Jun,6,2,16:26:25,Weekday,Afternoon
Astoria,Tea,Brewed Green tea,Serenity Green Tea Lg,1,3.0,Tue,3,Jun,6,2,16:29:02,Weekday,Afternoon
Hell's Kitchen,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,1,3.5,Tue,3,Jun,6,2,16:29:23,Weekday,Afternoon
Lower Manhattan,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2,5.0,Tue,3,Jun,6,2,16:33:02,Weekday,Afternoon
Lower Manhattan,Bakery,Scone,Jumbo Savory Scone,1,3.75,Tue,3,Jun,6,2,16:33:02,Weekday,Afternoon
Astoria,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2,4.0,Tue,3,Jun,6,2,16:34:04,Weekday,Afternoon
Lower Manhattan,Coffee,Drip coffee,Our Old Time Diner Blend Lg,2,6.0,Tue,3,Jun,6,2,16:34:08,Weekday,Afternoon
Lower Manhattan,Bakery,Pastry,Croissant,1,3.5,Tue,3,Jun,6,2,16:34:08,Weekday,Afternoon
Lower Manhattan,Branded,Housewares,I Need My Bean! Latte cup,1,14.0,Tue,3,Jun,6,2,16:34:08,Weekday,Afternoon
Hell's Kitchen,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,2,7.5,Tue,3,Jun,6,2,16:34:12,Weekday,Afternoon
Hell's Kitchen,Bakery,Biscotti,Ginger Biscotti,1,3.5,Tue,3,Jun,6,2,16:34:12,Weekday,Afternoon
Hell's Kitchen,Coffee beans,Espresso Beans,Primo Espresso Roast,1,20.45,Tue,3,Jun,6,2,16:34:12,Weekday,Afternoon
Hell's Kitchen,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2,9.5,Tue,3,Jun,6,2,16:34:33,Weekday,Afternoon
Hell's Kitchen,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2,5.0,Tue,3,Jun,6,2,16:35:05,Weekday,Afternoon
Hell's Kitchen,Coffee beans,Espresso Beans,Espresso Roast,1,14.75,Tue,3,Jun,6,2,16:35:05,Weekday,Afternoon
Lower Manhattan,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2,5.0,Tue,3,Jun,6,2,16:36:16,Weekday,Afternoon
Lower Manhattan,Bakery,Scone,Jumbo Savory Scone,1,3.75,Tue,3,Jun,6,2,16:36:16,Weekday,Afternoon
Lower Manhattan,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,1,2.5,Tue,3,Jun,6,2,16:37:25,Weekday,Afternoon
Lower Manhattan,Loose Tea,Chai tea,Traditional Blend Chai,1,8.95,Tue,3,Jun,6,2,16:37:25,Weekday,Afternoon
Astoria,Tea,Brewed Black tea,English Breakfast Lg,1,3.0,Tue,3,Jun,6,2,16:38:54,Weekday,Afternoon
Astoria,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,1,2.0,Tue,3,Jun,6,2,16:39:21,Weekday,Afternoon
Astoria,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2,9.5,Tue,3,Jun,6,2,16:39:30,Weekday,Afternoon
Hell's Kitchen,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,2,7.5,Tue,3,Jun,6,2,16:40:25,Weekday,Afternoon
Hell's Kitchen,Bakery,Pastry,Almond Croissant,1,3.75,Tue,3,Jun,6,2,16:40:25,Weekday,Afternoon
Hell's Kitchen,Coffee,Organic brewed coffee,Brazilian Rg,1,3.0,Tue,3,Jun,6,2,16:40:54,Weekday,Afternoon
Lower Manhattan,Coffee,Barista Espresso,Espresso shot,2,6.0,Tue,3,Jun,6,2,16:43:53,Weekday,Afternoon
Lower Manhattan,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,2,1.6,Tue,3,Jun,6,2,16:43:53,Weekday,Afternoon
Lower Manhattan,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,1,2.5,Tue,3,Jun,6,2,16:49:09,Weekday,Afternoon
Lower Manhattan,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,2,6.0,Tue,3,Jun,6,2,16:51:00,Weekday,Afternoon
Hell's Kitchen,Tea,Brewed Chai tea,Traditional Blend Chai Lg,1,3.0,Tue,3,Jun,6,2,16:53:42,Weekday,Afternoon
Hell's Kitchen,Coffee,Gourmet brewed coffee,Ethiopia Rg,1,3.0,Tue,3,Jun,6,2,16:53:58,Weekday,Afternoon
Hell's Kitchen,Bakery,Pastry,Chocolate Croissant,1,3.75,Tue,3,Jun,6,2,16:53:58,Weekday,Afternoon
Astoria,Coffee,Barista Espresso,Cappuccino Lg,2,8.5,Tue,3,Jun,6,2,16:55:30,Weekday,Afternoon
Astoria,Bakery,Scone,Jumbo Savory Scone,1,3.75,Tue,3,Jun,6,2,16:55:30,Weekday,Afternoon
Astoria,Coffee,Organic brewed coffee,Brazilian Sm,1,2.2,Tue,3,Jun,6,2,16:55:45,Weekday,Afternoon
Hell's Kitchen,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,2,7.5,Tue,3,Jun,6,2,16:56:12,Weekday,Afternoon
Hell's Kitchen,Tea,Brewed herbal tea,Lemon Grass Rg,1,2.5,Tue,3,Jun,6,2,16:57:30,Weekday,Afternoon
Astoria,Coffee,Gourmet brewed coffee,Ethiopia Sm,1,2.2,Tue,3,Jun,6,2,16:58:30,Weekday,Afternoon
Hell's Kitchen,Tea,Brewed herbal tea,Lemon Grass Lg,1,3.0,Tue,3,Jun,6,2,16:59:25,Weekday,Afternoon
Lower Manhattan,Coffee,Organic brewed coffee,Brazilian Lg,1,3.5,Tue,3,Jun,6,2,17:01:58,Weekday,Afternoon
Astoria,Coffee,Barista Espresso,Cappuccino,2,7.5,Tue,3,Jun,6,2,17:02:29,Weekday,Afternoon
Astoria,Flavours,Regular syrup,Carmel syrup,1,0.8,Tue,3,Jun,6,2,17:02:29,Weekday,Afternoon
Lower Manhattan,Tea,Brewed Black tea,Earl Grey Lg,2,6.0,Tue,3,Jun,6,2,17:06:08,Weekday,Afternoon
Lower Manhattan,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2,5.0,Tue,3,Jun,6,2,17:06:10,Weekday,Afternoon
Hell's Kitchen,Coffee,Barista Espresso,Latte,2,7.5,Tue,3,Jun,6,2,17:07:02,Weekday,Afternoon
Lower Manhattan,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,2,6.0,Tue,3,Jun,6,2,17:07:06,Weekday,Afternoon
Lower Manhattan,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,1,3.5,Tue,3,Jun,6,2,17:07:25,Weekday,Afternoon
Lower Manhattan,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2,5.0,Tue,3,Jun,6,2,17:07:44,Weekday,Afternoon
Lower Manhattan,Coffee,Barista Espresso,Cappuccino Lg,2,8.5,Tue,3,Jun,6,2,17:11:15,Weekday,Afternoon
Lower Manhattan,Flavours,Regular syrup,Hazelnut syrup,1,0.8,Tue,3,Jun,6,2,17:11:15,Weekday,Afternoon
Lower Manhattan,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,2,6.2,Tue,3,Jun,6,2,17:15:12,Weekday,Afternoon
Hell's Kitchen,Coffee,Organic brewed coffee,Brazilian Lg,2,7.0,Tue,3,Jun,6,2,17:17:16,Weekday,Afternoon
Hell's Kitchen,Bakery,Pastry,Chocolate Croissant,1,3.75,Tue,3,Jun,6,2,17:17:16,Weekday,Afternoon
Astoria,Tea,Brewed Green tea,Serenity Green Tea Rg,1,2.5,Tue,3,Jun,6,2,17:17:33,Weekday,Afternoon
Lower Manhattan,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2,5.0,Tue,3,Jun,6,2,17:17:42,Weekday,Afternoon
Hell's Kitchen,Tea,Brewed Black tea,English Breakfast Lg,2,6.0,Tue,3,Jun,6,2,17:21:31,Weekday,Afternoon
Hell's Kitchen,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,2,8.0,Tue,3,Jun,6,2,17:22:01,Weekday,Afternoon
Hell's Kitchen,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2,5.1,Tue,3,Jun,6,2,17:23:10,Weekday,Afternoon
Hell's Kitchen,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,2,7.5,Tue,3,Jun,6,2,17:26:50,Weekday,Afternoon
Hell's Kitchen,Tea,Brewed Chai tea,Traditional Blend Chai Lg,1,3.0,Tue,3,Jun,6,2,17:27:45,Weekday,Afternoon
Lower Manhattan,Coffee,Organic brewed coffee,Brazilian Rg,1,3.0,Tue,3,Jun,6,2,17:29:03,Weekday,Afternoon
Astoria,Coffee,Barista Espresso,Cappuccino Lg,1,4.25,Tue,3,Jun,6,2,17:32:38,Weekday,Afternoon
Astoria,Flavours,Regular syrup,Hazelnut syrup,2,1.6,Tue,3,Jun,6,2,17:32:38,Weekday,Afternoon
Astoria,Tea,Brewed Black tea,Earl Grey Rg,1,2.5,Tue,3,Jun,6,2,17:33:02,Weekday,Afternoon
Astoria,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,1,2.5,Tue,3,Jun,6,2,17:35:21,Weekday,Afternoon
Astoria,Tea,Brewed herbal tea,Lemon Grass Lg,2,6.0,Tue,3,Jun,6,2,17:36:01,Weekday,Afternoon
Astoria,Bakery,Biscotti,Chocolate Chip Biscotti,1,3.5,Tue,3,Jun,6,2,17:36:01,Weekday,Afternoon
Astoria,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,2,7.0,Tue,3,Jun,6,2,17:36:36,Weekday,Afternoon
Lower Manhattan,Coffee,Gourmet brewed coffee,Ethiopia Sm,2,4.4,Tue,3,Jun,6,2,17:37:43,Weekday,Afternoon
Lower Manhattan,Coffee,Organic brewed coffee,Brazilian Lg,1,3.5,Tue,3,Jun,6,2,17:37:54,Weekday,Afternoon
Lower Manhattan,Tea,Brewed Green tea,Serenity Green Tea Rg,2,5.0,Tue,3,Jun,6,2,17:39:37,Weekday,Afternoon
Hell's Kitchen,Tea,Brewed herbal tea,Lemon Grass Lg,1,3.0,Tue,3,Jun,6,2,17:39:38,Weekday,Afternoon
Hell's Kitchen,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,2,6.2,Tue,3,Jun,6,2,17:40:17,Weekday,Afternoon
Lower Manhattan,Coffee,Gourmet brewed coffee,Ethiopia Sm,2,4.4,Tue,3,Jun,6,2,17:40:47,Weekday,Afternoon
Astoria,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,1,2.5,Tue,3,Jun,6,2,17:40:51,Weekday,Afternoon
Lower Manhattan,Tea,Brewed Chai tea,Traditional Blend Chai Lg,2,6.0,Tue,3,Jun,6,2,17:41:18,Weekday,Afternoon
